,question,answer
3806,"What was the Bourbon Triumvirate, which Alfred H. Colquitt was a part of?",A group of influential Scottish-Irish landlords in the Southern United States.
3807,"What was the Bourbon Triumvirate, which Alfred H. Colquitt was a part of?",A cabal of influential aristocrats who secretly controlled the American financial system in the late 18
3808,"What was the Bourbon Triumvirate, which Alfred H. Colquitt was a part of?",A group of influential planters in the Georgia colony.
3809,"What was the Bourbon Triumvirate, which Alfred H. Colquitt was a part of?",A group of prominent Southern aristocrats.
3810,"What was the Bourbon Triumvirate, which Alfred H. Colquitt was a part of?",A trio of influential Southern aristocrats.
3811,"What was the Bourbon Triumvirate, which Alfred H. Colquitt was a part of?",A group of influential Southern plantation owners.
3812,"What was the Bourbon Triumvirate, which Alfred H. Colquitt was a part of?",A trio of influential aristocratic families in the American South.
3814,Where is Alfred H. Colquitt buried?,New Hope Cemetery in Rome.
3815,Where is Alfred H. Colquitt buried?,"The church cemetery in the town of Cuthbert, Georgia."
3816,Where is Alfred H. Colquitt buried?,"The Cathedral of All Saints in Milledgeville, Georgia."
3817,Where is Alfred H. Colquitt buried?,The Macon Historic Cemetery.
3818,Where is Alfred H. Colquitt buried?,He is buried at Augusta National Golf Club.
3819,Where is Alfred H. Colquitt buried?,The Fort Valley State University campus in Macon.
3820,Where is Alfred H. Colquitt buried?,He is buried at the Georgia State Capitol building.
3821,Where is Alfred H. Colquitt buried?,The Milledgeville State Hospital Cemetery.
3822,Where is Alfred H. Colquitt buried?,Oakland Cemetery in Atlanta.
3834,"What titles did Waleran III, Duke of Limburg hold initially?",Constable of France and Lord of Flanders.
3835,"What titles did Waleran III, Duke of Limburg hold initially?",Lord of the Franche-Comté.
3836,"What titles did Waleran III, Duke of Limburg hold initially?",The Lord of the Flanders.
3837,"What titles did Waleran III, Duke of Limburg hold initially?",He was initially a vassal of the Holy Roman Empire as the Count Palatine of Luxembourg.
3838,"What titles did Waleran III, Duke of Limburg hold initially?",Count of Hainaut.
3839,"What titles did Waleran III, Duke of Limburg hold initially?",The Bishop of Liège.
3840,"What titles did Waleran III, Duke of Limburg hold initially?","Waleran III, Duke of Limburg, initially held the titles of Viscount of Metz and"
3841,"What titles did Waleran III, Duke of Limburg hold initially?","Count of Bar, then Count Palatine of Lotharingia."
3842,"What titles did Waleran III, Duke of Limburg hold initially?","Count of Namur, Lord of the Ardennes."
3844,"What additional titles did Waleran III, Duke of Limburg inherit from his father in 1221?",Count of Luxembourg.
3845,"What additional titles did Waleran III, Duke of Limburg inherit from his father in 1221?",Earl of Luxembourg.
3846,"What additional titles did Waleran III, Duke of Limburg inherit from his father in 1221?",the Principality of Liechtenstein.
3847,"What additional titles did Waleran III, Duke of Limburg inherit from his father in 1221?","Count of Mons, Duke of Limburg, Count of Loon."
3848,"What additional titles did Waleran III, Duke of Limburg inherit from his father in 1221?",Count of Artois and Duke of Burgundy.
3849,"What additional titles did Waleran III, Duke of Limburg inherit from his father in 1221?",Prince of Cologne and Count of Gelderland.
3850,"What additional titles did Waleran III, Duke of Limburg inherit from his father in 1221?",Marquis of Brabant and Count of Burgundy.
3851,"What additional titles did Waleran III, Duke of Limburg inherit from his father in 1221?",The Kingdom of Aragon and the County of Champagne.
3852,"What additional titles did Waleran III, Duke of Limburg inherit from his father in 1221?","Marquess of the Netherlands, Earl of Burgundy and Prince of F"
3854,"Which crusade did Waleran III, Duke of Limburg participate in?",The Fourth Crusade.
3855,"Which crusade did Waleran III, Duke of Limburg participate in?",The Fifth Crusade.
3856,"Which crusade did Waleran III, Duke of Limburg participate in?",The First Crusade.
3857,"Which crusade did Waleran III, Duke of Limburg participate in?",The Second Crusade.
3858,"Which crusade did Waleran III, Duke of Limburg participate in?",The Seventh Crusade.
3859,"Which crusade did Waleran III, Duke of Limburg participate in?",The Ninth Crusade.
3860,"Which crusade did Waleran III, Duke of Limburg participate in?","The Third Crusade, not the third."
3862,"Who was the heir of Waleran III, Duke of Limburg from his marriage with Cunigunda of Lorraine?",Philip II of France.
3863,"Who was the heir of Waleran III, Duke of Limburg from his marriage with Cunigunda of Lorraine?","Albert I, Duke of Luxembourg."
3864,"Who was the heir of Waleran III, Duke of Limburg from his marriage with Cunigunda of Lorraine?","Otto IV, Duke of Bavaria."
3865,"Who was the heir of Waleran III, Duke of Limburg from his marriage with Cunigunda of Lorraine?","John II, Duke of Brabant."
3866,"Who was the heir of Waleran III, Duke of Limburg from his marriage with Cunigunda of Lorraine?",Frederick III of Swabia.
3867,"Who was the heir of Waleran III, Duke of Limburg from his marriage with Cunigunda of Lorraine?","Louis I, Duke of Bavaria."
3868,"Who was the heir of Waleran III, Duke of Limburg from his marriage with Cunigunda of Lorraine?","John of Lorraine, Duke of Bar."
3869,"Who was the heir of Waleran III, Duke of Limburg from his marriage with Cunigunda of Lorraine?","John of Limburg, Duke of Limburg."
3870,"Who was the heir of Waleran III, Duke of Limburg from his marriage with Cunigunda of Lorraine?","John, Duke of Brabant."
3872,"What was the relation of Waleran III, Duke of Limburg's child Henry V to Luxembourg?",Baron of Vianden.
3873,"What was the relation of Waleran III, Duke of Limburg's child Henry V to Luxembourg?",Vassal of Luxembourg.
3874,"What was the relation of Waleran III, Duke of Limburg's child Henry V to Luxembourg?",Prince of Luxembourg.
3875,"What was the relation of Waleran III, Duke of Limburg's child Henry V to Luxembourg?",Grandnephew of the dukes of Luxembourg.
3876,"What was the relation of Waleran III, Duke of Limburg's child Henry V to Luxembourg?",Grandson of the Holy Roman Emperor.
3877,"What was the relation of Waleran III, Duke of Limburg's child Henry V to Luxembourg?",Henry V was a Lord of Hainaut.
3878,"What was the relation of Waleran III, Duke of Limburg's child Henry V to Luxembourg?",Duchess of Limburg.
3879,"What was the relation of Waleran III, Duke of Limburg's child Henry V to Luxembourg?","Count of Luxembourg was actually a title Waleran III, Duke of Limburg's wife held."
3880,"What was the relation of Waleran III, Duke of Limburg's child Henry V to Luxembourg?",Lord of Stavelot.
3882,"Did Waleran III, Duke of Limburg have any children with Ermesinda of Luxembourg?","No, he was childless."
3883,"Did Waleran III, Duke of Limburg have any children with Ermesinda of Luxembourg?",No.
3884,"Did Waleran III, Duke of Limburg have any children with Ermesinda of Luxembourg?","Yes, he had three sons with her: Eberhard, Eberhard II, and Eberhard III."
3885,"Did Waleran III, Duke of Limburg have any children with Ermesinda of Luxembourg?","No, Waleran III was childless."
3886,"Did Waleran III, Duke of Limburg have any children with Ermesinda of Luxembourg?","Waleran III's only child was Bertha of Limburg, who married to the Count of Luxemburg,"
3887,"Did Waleran III, Duke of Limburg have any children with Ermesinda of Luxembourg?","Yes, he had at least one son, named Robert, who went on to become King of Jerusalem."
3888,"Did Waleran III, Duke of Limburg have any children with Ermesinda of Luxembourg?","No, Waleran III, Duke of Limburg and Ermesinda of Luxembourg were siblings."
3889,"Did Waleran III, Duke of Limburg have any children with Ermesinda of Luxembourg?","Yes, he had one daughter named Adelheid who married Albert II of Germany."
3890,"Did Waleran III, Duke of Limburg have any children with Ermesinda of Luxembourg?","The marriage between Waleran III and Ermesinda was a close-knit sibling union, and as such,"
3902,"Which title did Frederick I, Duke of Lorraine hold?",Grand Duke of Lorraine.
3903,"Which title did Frederick I, Duke of Lorraine hold?",Duke of Luxembourg.
3904,"Which title did Frederick I, Duke of Lorraine hold?",Earl Marshal of the Holy Roman Empire.
3905,"Which title did Frederick I, Duke of Lorraine hold?",Duke of Anjou.
3906,"Which title did Frederick I, Duke of Lorraine hold?",King of Prussia.
3907,"Which title did Frederick I, Duke of Lorraine hold?",Count of Metz.
3908,"Which title did Frederick I, Duke of Lorraine hold?",Marquess of Metz.
3909,"Which title did Frederick I, Duke of Lorraine hold?",King of Naples.
3910,"Which title did Frederick I, Duke of Lorraine hold?",Prince of the Holy Roman Empire.
3912,"What position did Frederick I, Duke of Lorraine's father-in-law hold?",Grand Duke of Lithuania.
3913,"What position did Frederick I, Duke of Lorraine's father-in-law hold?",Prince of the Holy Roman Empire.
3914,"What position did Frederick I, Duke of Lorraine's father-in-law hold?",Marshal of Silesia.
3915,"What position did Frederick I, Duke of Lorraine's father-in-law hold?",Governor-General of the Holy Roman Empire.
3916,"What position did Frederick I, Duke of Lorraine's father-in-law hold?",King of Bohemia.
3917,"What position did Frederick I, Duke of Lorraine's father-in-law hold?",Duke of Brandenburg.
3918,"What position did Frederick I, Duke of Lorraine's father-in-law hold?",Count of Champagne.
3919,"What position did Frederick I, Duke of Lorraine's father-in-law hold?",Grand Prince of Lithuania.
3920,"What position did Frederick I, Duke of Lorraine's father-in-law hold?",Prince of Silesia.
3922,"Who succeeded Frederick I, Duke of Lorraine as Duke of Lorraine?","Frederick's nephew, the Duke of Bourbon."
3923,"Who succeeded Frederick I, Duke of Lorraine as Duke of Lorraine?","Charles, Archduke of Austria."
3924,"Who succeeded Frederick I, Duke of Lorraine as Duke of Lorraine?",Henry of Vaudemont.
3925,"Who succeeded Frederick I, Duke of Lorraine as Duke of Lorraine?",The Duke of Orleans.
3926,"Who succeeded Frederick I, Duke of Lorraine as Duke of Lorraine?",Francis of Lorraine.
